3,59
3,6
3,59
3,59
3,57
3,6
3,58
3,57
3,58
3,59
3,59
3,59
3,57
3,55
3,5
3,55
3,45
3,51
3,52
3,52
3,5
3,49
3,48
3,47
3,48
3,48
3,49
3,46
3,44
3,47
3,47
3,43
3,42
3,45
3,41
3,43
3,41
3,43
3,43
3,44
3,38
3,4
3,42
3,43
3,4
3,38
3,42
3,4
3,35
3,4
3,4
3,4
3,39
3,42
3,39
3,34
3,34
3,42
3,38
3,38
3,41
3,38
3,39
3,37
3,38
3,36
3,4
3,37
3,4
3,41
3,38
3,37
3,4
3,4
3,38
3,36
3,36
3,4
3,36
3,34
3,41
3,38
3,32
3,4
3,39
3,37
3,38
3,36
3,38
3,4
3,38
3,38
3,37
3,38
3,38
3,33
3,31
3,36
3,38
3,37
3,39
3,4
3,37
3,32
3,39
3,38
3,38
3,37
3,37
3,36
3,36
3,32
3,39
3,4
3,37
3,37
3,37
3,39
3,36
3,34
3,4
3,39
3,37
3,39
3,4
3,37
3,37
3,33
3,39
3,37
3,33
3,38
3,38
3,39
3,4
3,34
3,36
3,34
3,39
3,37
3,37
3,39
3,39
3,33
3,33
3,37
3,36
3,37
3,37
3,37
3,35
3,33
3,37
3,39
3,39
3,37
3,35
3,35
3,37
3,32
3,38
3,4
3,37
3,37
3,38
3,39
3,38
3,36
3,38
3,36
3,38
3,35
3,37
3,37
3,38
3,33
3,38
3,37
3,3
3,39
3,35
3,39
3,4
3,36
3,37
3,39
3,39
3,36
3,38
3,35
3,36
3,34
3,32
3,39
3,4
3,37
3,37
3,39
3,38
3,33
3,36
3,38
3,38
3,37
3,39
3,35
3,38
3,31
3,39
3,38
3,36
3,35
3,38
3,39
3,37
3,32
3,37
3,38
3,37
3,37
3,37
3,36
3,39
3,35
3,36
3,37
3,33
3,39
3,37
3,36
3,36
3,29
3,38
3,37
3,38
3,4
3,36
3,36
3,37
3,34
3,36
3,37
3,35
3,39
3,37
3,38
3,39
3,3
3,36
3,37
3,38
3,36
3,37
3,38
3,37
3,33
3,37
3,38
3,37
3,37
3,32
3,38
3,35
3,31
3,38
3,37
3,38
3,39
3,36
3,36
3,38
3,32
3,37
3,37
3,31
3,35
3,38
3,36
3,38
3,39
3,35
3,35
3,37
3,39
3,38
3,38
3,38
3,33
3,39
3,38
3,36
3,37
3,39
3,35
3,36
3,35
3,38
3,37
3,37
3,38
3,36
3,38
3,37
3,33
3,37
3,38
3,39
3,37
3,36
3,33
3,38
3,31
3,37
3,35
3,35
3,38
3,36
3,38
3,39
3,31
3,35
3,38
3,37
3,37
3,36
3,35
3,38
3,31
3,38
3,34
3,36
3,35
3,38
3,37
3,37
3,35
3,34
3,37
3,37
3,38
3,37
3,37
3,36
3,32
3,36
3,36
3,35
3,38
3,36
3,38
3,39
3,35
3,37
3,37
3,38
3,37
3,37
3,36
3,35
3,37
3,36
3,38
3,38
3,36
3,35
3,38
3,38
3,37
3,38
3,38
3,35
3,36
3,36
3,34
3,38
3,36
3,38
3,39
3,36
3,36
3,38
3,38
3,36
3,34
3,29
3,38
3,36
3,38
3,39
3,36
3,35
3,33
3,38
3,36
3,37
3,37
3,36
3,38
3,38
3,34
3,36
3,38
3,37
3,37
3,31
3,36
3,31
3,38
3,36
3,38
3,39
3,31
3,36
3,37
3,36
